address,suburb,state,postcode,full_address,price,sold date,type,bedrooms,bathrooms,car space,Land size,Building size,Year Built,rent,rent date,agent,lat,lng
10/47 Boronia Avenue,Nedlands,WA,6009,10/47 Boronia Avenue Nedlands WA 6009,"$530,000",2018-03-01,Townhouse,3,1,1,108,108,1976-01-01,$520pw,2014-01-01,Rossen Real Estate - Nedlands,-31.9783767,115.8032138
9/1 Park Road,Nedlands,WA,6009,9/1 Park Road Nedlands WA 6009,"$560,000",2018-03-01,Townhouse,1,1,1,145,90,2006-01-01,0,1900-01-01,Kempton Azzopardi - Nedlands,-31.9737462,115.8174928
41 Bulimba Road,Nedlands,WA,6009,41 Bulimba Road Nedlands WA 6009,"$1,625,000",2018-03-01,House,4,2,2,923,211,1983-01-01,$750pw,2017-07-01,Kempton Azzopardi - Nedlands,-31.9855589,115.7937131
110 Williams Road,Nedlands,WA,6009,110 Williams Road Nedlands WA 6009,"$935,000",2018-03-01,House,3,2,3,706,94,1945-01-01,0,1900-01-01,Abel McGrath Property Group - Claremont,-31.97745,115.8099
5 Viewway,Nedlands,WA,6009,5 Viewway Nedlands WA 6009,"$2,000,000",2018-03-01,House,4,2,2,883,,1935-01-01,0,1900-01-01,Rossen Real Estate - Nedlands,-31.9817119,115.8119005
6 Loneragan Street,Nedlands,WA,6009,6 Loneragan Street Nedlands WA 6009,"$1,800,000",2018-02-01,House,4,3,2,397,377,2008-01-01,$1495pw,2017-12-01,Realmark Western Suburbs - NEDLANDS,-31.9666602,115.8062618
1/1 Webster Street,Nedlands,WA,6009,1/1 Webster Street Nedlands WA 6009,"$550,000",2018-02-01,Townhouse,2,1,1,225,93,1990-01-01,0,1900-01-01,Ian Hutchison - South Perth,-31.9790955,115.8062156
1A Thomas Street,Nedlands,WA,6009,1A Thomas Street Nedlands WA 6009,"$1,525,000",2018-02-01,House,5,1,4,1015,361,1938-01-01,0,1900-01-01,Abel McGrath Property Group - Claremont,-31.9789482,115.8073733
1/59 Stirling Highway,Nedlands,WA,6009,1/59 Stirling Highway Nedlands WA 6009,"$537,500",2018-02-01,Unit,2,1,1,109,90,1930-01-01,$500pw,2014-09-01,Mint Real Estate - Claremont,-31.9781373,115.8076715
25 Bruce Street,Nedlands,WA,6009,25 Bruce Street Nedlands WA 6009,"$1,640,000",2018-02-01,House,4,3,2,804,209,1924-01-01,$930pw,2020-02-01,Hub Residential - SWANBOURNE,-31.9808348,115.8107912
89 Florence Road,Nedlands,WA,6009,89 Florence Road Nedlands WA 6009,"$1,950,000",2018-02-01,House,4,3,4,1012,488,2021-01-01,0,1900-01-01,Abel McGrath Property Group - Claremont,-31.9886289,115.8036042
36 Cooper Street,Nedlands,WA,6009,36 Cooper Street Nedlands WA 6009,"$1,660,000",2018-02-01,House,4,2,2,741,208,1925-01-01,$1250pw,2020-11-01,Acton - Dalkeith,-31.9790677,115.8112996
64 Florence Road,Nedlands,WA,6009,64 Florence Road Nedlands WA 6009,"$1,620,000",2018-02-01,House,0,0,2,1012,260,1938-01-01,0,1900-01-01,Abel McGrath Property Group - Claremont,-31.9857394,115.8042282
1A Bulimba Road,Nedlands,WA,6009,1A Bulimba Road Nedlands WA 6009,"$910,000",2018-02-01,House,3,2,6,145,134,1981-01-01,$570pw,2019-07-01,Shellabears - Cottesloe,-31.9815532,115.7936796
83 Thomas Street,Nedlands,WA,6009,83 Thomas Street Nedlands WA 6009,"$3,700,000",2018-02-01,House,6,3,6,1012,318,2017-01-01,0,1900-01-01,Abel McGrath Property Group - Claremont,-31.9873343,115.8073711
24 Thomas Street,Nedlands,WA,6009,24 Thomas Street Nedlands WA 6009,"$3,000,000",2018-02-01,House,4,4,4,1012,363,1933-01-01,0,1900-01-01,Abel McGrath Property Group - Claremont,-31.9813858,115.8080644
21 Meriwa Street,Nedlands,WA,6009,21 Meriwa Street Nedlands WA 6009,"$960,000",2018-02-01,House,2,1,2,456,89,1927-01-01,$650pw,2016-04-01,Bellcourt Property Group - Dalkeith | Shenton Park,-31.9727538,115.8100518
26 Webster Street,Nedlands,WA,6009,26 Webster Street Nedlands WA 6009,"$1,300,000",2018-01-01,House,4,2,1,675,174,1974-01-01,$900pw,2016-01-01,Ray White - Dalkeith | Claremont,-31.9813871,115.806724
69 Vincent Street,Nedlands,WA,6009,69 Vincent Street Nedlands WA 6009,"$2,000,000",2018-01-01,House,5,3,2,998,260,1973-01-01,0,1900-01-01,Abel McGrath Property Group - Claremont,-31.9869999,115.79852
120 Dalkeith Road,Nedlands,WA,6009,120 Dalkeith Road Nedlands WA 6009,"$1,451,000",2018-01-01,House,4,2,2,946,,1951-01-01,$600pw,2018-01-01,Caporn Young Estate Agents - Claremont,-31.9860619,115.802934
51 Thomas Street,Nedlands,WA,6009,51 Thomas Street Nedlands WA 6009,"$1,900,000",2018-01-01,House,4,2,2,1012,259,1935-01-01,$1350pw,2015-07-01,Hub Residential - SWANBOURNE,-31.9843268,115.8073942
21 Portland Street,Nedlands,WA,6009,21 Portland Street Nedlands WA 6009,"$1,760,000",2018-01-01,House,7,2,6,905,170,1932-01-01,0,1900-01-01,Hub Residential - SWANBOURNE,-31.9750524,115.8077639
33 Hillway,Nedlands,WA,6009,33 Hillway Nedlands WA 6009,"$2,250,000",2018-01-01,House,4,3,2,910,299,1950-01-01,0,1900-01-01,William Porteous Properties International Pty Ltd ,-31.9898901,115.811808
68 Vincent Street,Nedlands,WA,6009,68 Vincent Street Nedlands WA 6009,"$2,125,000",2018-01-01,House,4,2,2,1136,285,1955-01-01,0,1900-01-01,Abel McGrath Property Group - Claremont,-31.9872735,115.7991671
35 Taylor Road,Nedlands,WA,6009,35 Taylor Road Nedlands WA 6009,"$1,400,000",2018-01-01,House,3,1,3,923,188,1960-01-01,$680pw,2011-11-01,Abel McGrath Property Group - Claremont,-31.9848167,115.794938
35 Weld Street,Nedlands,WA,6009,35 Weld Street Nedlands WA 6009,"$1,710,000",2018-01-01,House,4,2,3,697,285,2002-01-01,0,1900-01-01,Ray White - Dalkeith | Claremont,-31.9783069,115.7968792
14/51 Stirling Highway,Nedlands,WA,6009,14/51 Stirling Highway Nedlands WA 6009,"$420,000",2018-01-01,Townhouse,2,1,1,,,1966-01-01,$330pw,2018-11-01,Kempton Azzopardi - Nedlands,-31.97792,115.80865
74 Smyth Road,Nedlands,WA,6009,74 Smyth Road Nedlands WA 6009,"$1,330,000",2017-12-01,House,3,2,3,909,909,1955-01-01,$700pw,2017-12-01,William Porteous Properties International Pty Ltd ,-31.9743213,115.806077
12 Kanimbla Road,Nedlands,WA,6009,12 Kanimbla Road Nedlands WA 6009,"$1,185,000",2017-12-01,House,3,2,2,491,144,1932-01-01,$700pw,2012-11-01,Hub Residential - SWANBOURNE,-31.9722755,115.8158752
32 Bedford Street,Nedlands,WA,6009,32 Bedford Street Nedlands WA 6009,"$1,956,000",2017-12-01,House,4,2,3,787,351,2004-01-01,$1525pw,2021-02-01,Space Real Estate - Cottesloe,-31.9779027,115.7981825
51 Robinson Street,Nedlands,WA,6009,51 Robinson Street Nedlands WA 6009,"$1,370,000",2017-12-01,House,3,2,2,697,,1938-01-01,$975pw,2016-02-01,Space Real Estate - Cottesloe,-31.9793761,115.7957699
23/35 Esplanade,Nedlands,WA,6009,23/35 Esplanade Nedlands WA 6009,"$2,015,000",2017-12-01,Apartment,3,2,2,333,176,2008-01-01,0,1900-01-01,Mint Real Estate - Claremont,-31.9892903,115.8158059
